제품명A,성분명A
리드펜캡슐,dexibuprofen
레드빌캡슐,dexibuprofen
덱시부펜연질캡슐,dexibuprofen
팜페인프로연질캡슐,dexibuprofen
덱시브연질캡슐,dexibuprofen
덱쎈연질캡슐,dexibuprofen
덱스원큐연질캡슐,dexibuprofen
덱스원큐에스연질캡슐,dexibuprofen
덱스쿨연질캡슐,dexibuprofen
굿스펜연질캡슐,dexibuprofen
솔루펜연질캡슐,dexibuprofen
덱스피드연질캡슐,dexibuprofen
덱시프렌드연질캡슐,dexibuprofen
덱시푸루펜연질캡슐,dexibuprofen
펜스톱연질캡슐,dexibuprofen
캐롤디연질캡슐,dexibuprofen
디퓨텐연질캡슐,dexibuprofen
터논연질캡슐,dexibuprofen
탁센덱시연질캡슐,dexibuprofen
덱시브판연질캡슐,dexibuprofen
이지펜연질캡슐,dexibuprofen
바로소펜연질캡슐,dexibuprofen
조아덱시부프로펜연질캡슐,dexibuprofen
덱시엔연질캡슐,dexibuprofen
로노펜300연질캡슐,dexibuprofen
페인엔젤-프로연질캡슐,dexibuprofen
맥시쿨펜연질캡슐,dexibuprofen
에스빈연질캡슐,dexibuprofen
이부페인디연질캡슐,dexibuprofen
덱시록연질캡슐,dexibuprofen
에스피드연질캡슐,dexibuprofen
덱시쿨펜연질캡슐,dexibuprofen
이프렌에스연질캡슐,dexibuprofen
그날엔덱스연질캡슐,dexibuprofen
유영덱시부프로펜연질캡슐,dexibuprofen
덱시카이플러스연질캡슐,dexibuprofen
애스펜연질캡슐,dexibuprofen
리드펜플러스연질캡슐,dexibuprofen
워너비스트롱연질캡슐,dexibuprofen
알보펜덱시300연질캡슐,dexibuprofen
팬스타연질캡슐,dexibuprofen
프리엔연질캡슐,dexibuprofen
덱스모아연질캡슐,dexibuprofen
덱스리펜연질캡슐,dexibuprofen
펜덱스연질캡슐,dexibuprofen
옵티제로연질캡슐,dexibuprofen
인스덱스로펜연질캡슐,dexibuprofen
프로빌연질캡슐,dexibuprofen
덱펜연질캡슐,dexibuprofen
바이펜연질캡슐300mg,dexibuprofen
휴덱시연질캡슐,dexibuprofen
덱시핀연질캡슐300mg,dexibuprofen
덱사펜연질캡슐,dexibuprofen
프로펜디연질캡슐,dexibuprofen
예스펜연질캡슐,dexibuprofen
텍트펜연질캡슐,dexibuprofen
디부루펜정300밀리그램,dexibuprofen
덱스이브정,dexibuprofen
제로정150mg,dexibuprofen
디부루펜정150밀리그람,dexibuprofen
덱시사정400밀리그램,dexibuprofen
이프렌-에스정,dexibuprofen
이덱스정,dexibuprofen
덱시세펜정,dexibuprofen
펜프릴정400mg,dexibuprofen
덱시트라정,dexibuprofen
디로펜정400㎎,dexibuprofen
위더덱시정,dexibuprofen
디부펜정,dexibuprofen
이지엔6키즈시럽,dexibuprofen
덱시엠시럽,dexibuprofen
판콜아이시럽,dexibuprofen
캐롤키즈디시럽,dexibuprofen
페인엔젤키즈시럽,dexibuprofen
맥시부키즈시럽,dexibuprofen
맘스픽덱시펜시럽,dexibuprofen
디크로정25밀리그램,diclofenacpotassium
카토람정,diclofenacpotassium
디크로정50밀리그램,diclofenacpotassium
카타스주,diclofenacpotassium
유니페낙주3밀리리터,diclofenacsodium
부민디클로페낙나트륨주75mg,diclofenacsodium
클로디펜정,diclofenacsodium
디소페낙주,diclofenacsodium
삼진디클로페낙나트륨주사,diclofenacsodium
엑시탄주,diclofenacsodium
종근당디클로페낙나트륨주,diclofenacsodium
센디펜주,diclofenacsodium
디코낙주,diclofenacsodium
디펜주2밀리리터,diclofenacsodium
디페클로주2밀리리터,diclofenac-β-dimethyl-aminoethanol
하이페낙주,diclofenac-β-dimethyl-aminoethanol
뉴페낙주사,diclofenac-β-dimethyl-aminoethanol
센디펜-에프주,diclofenac-β-dimethyl-aminoethanol
페나카주사,diclofenac-β-dimethyl-aminoethanol
이지판주,diclofenac-β-dimethyl-aminoethanol
크낙주,diclofenac-β-dimethyl-aminoethanol
베타클로주,diclofenac-β-dimethyl-aminoethanol
하이페낙주2ml,diclofenac-β-dimethyl-aminoethanol
이페낙주사2ml,diclofenac-β-dimethyl-aminoethanol
이지판주2mL,diclofenac-β-dimethyl-aminoethanol
에르고탄주,dihydroergotaminemesylate
프리엘서방캅셀120밀리그람,diltiazemhydrochloride
유영딜티아젬서방정90밀리그램,diltiazemhydrochloride
페니톤주,phenytoinsodium
유니독시캅셀,doxycyclinehydrate
하이렌정,St.John'sWort50%ethanolext.
에바티나정,ebastine
에코스틴정,ebastine
에바스티나정,ebastine
에스톨마이신캅셀250밀리그람,erythromycinestolate
에리시스정,erythromycinstinoprate
로미신정,erythromycin
보령에릭캅셀125mg,erythromycin
로우펠서방정,felodipine
바소렌틸지속정,felodipine
하로핀정,felodipine
디로딜정,felodipine
유한스프렌딜지속정10밀리그람,felodipine
무노발정10밀리그람,felodipine
하이퍼지속정2.5밀리그람,felodipine
풀카드주15밀리리터,flecainideacetate
플루디칸주,fluconazole
유니코나졸주,fluconazole
디플루주사[수출명:디플루주0.2%플루코나존주사],fluconazole
플루코주,fluconazole
플루맥스캡슐,fluconazole
유코나졸캡슐,fluconazole
플루나캡슐50밀리그람,fluconazole
제이더블유플루코나졸캡슐,fluconazole
원플루주,fluconazole
프리나졸캡슐150mg,fluconazole
디푸루칸캡슐150밀리그램,fluconazole
푸라칸캡슐150밀리그램,fluconazole
신코나졸캡슐150mg,fluconazole
트리푸칸-포르테캡슐150mg,fluconazole
엑소맥스주,fluconazole
페록살캡슐,flufenamicacid
오베틴캡슐,fluoxetinehydrochloride
아로작캡슐10밀리그램,fluoxetinehydrochloride
옥세틴캡슐10밀리그램,fluoxetinehydrochloride
플루민캡슐10밀리그램,fluoxetinehydrochloride
프릭딘캡슐10mg,fluoxetinehydrochloride
플루젠캡슐10밀리그람,fluoxetinehydrochloride
노브세틴캡슐10밀리그램,fluoxetinehydrochloride
프로닌캡슐10밀리그램,fluoxetinehydrochloride
로세틴캡슐10밀리그램,fluoxetinehydrochloride
로랑캡슐10밀리그램,fluoxetinehydrochloride
다나텍캡슐10밀리그램,fluoxetinehydrochloride
미세틴캡슐10밀리그램,fluoxetinehydrochloride
푸루세틴캡슐10밀리그램,fluoxetinehydrochloride
플루세틴캡슐10mg,fluoxetinehydrochloride
영프록틴캡슐10밀리그램,fluoxetinehydrochloride
디프렌캡슐10mg,fluoxetinehydrochloride
플록틴캡슐10밀리그램,fluoxetinehydrochloride
플록센캡슐10밀리그램,fluoxetinehydrochloride
시플세틴캡슐10밀리그램,fluoxetinehydrochloride
프렉틴캡슐10밀리그람,fluoxetinehydrochloride
시세틴20밀리그램캡슐,fluoxetinehydrochloride
아로작캡슐20밀리그램,fluoxetinehydrochloride
옥시그린캡슐,fluoxetinehydrochloride
프리작캡슐,fluoxetinehydrochloride
포녹세틴캡슐20mg,fluoxetinehydrochloride
옥세틴캡슐,fluoxetinehydrochloride
플루민캡슐,fluoxetinehydrochloride
프릭딘캡슐,fluoxetinehydrochloride
플리틴캡슐,fluoxetinehydrochloride
플루젠캡슐,fluoxetinehydrochloride
프로닌캡슐,fluoxetinehydrochloride
로세틴캡슐,fluoxetinehydrochloride
로랑캡슐,fluoxetinehydrochloride
한올염산플루옥세틴캡슐,fluoxetinehydrochloride
미세틴캡슐20밀리그램,fluoxetinehydrochloride
세로작캡슐,fluoxetinehydrochloride
푸루세틴캡슐20밀리그램,fluoxetinehydrochloride
플루세틴캡슐20mg,fluoxetinehydrochloride
영프록틴캡슐,fluoxetinehydrochloride
리도플캡슐,fluoxetinehydrochloride
아이세틴캡슐20밀리그램,fluoxetinehydrochloride
오베플루캡슐,fluoxetinehydrochloride
플록센캡슐,fluoxetinehydrochloride
시플세틴캡슐20밀리그램,fluoxetinehydrochloride
엑스틴캡슐,fluoxetinehydrochloride
디프맥스캡슐20밀리그램,fluoxetinehydrochloride
프렉틴캡슐,fluoxetinehydrochloride
뉴젠트리그트로키정,flurbiprofen
스트렙실허니앤레몬트로키스트렙실오렌지트로키,flurbiprofen
모가프텐트로키,flurbiprofen
리놀에스트로키,flurbiprofen
스로쿨트로키,flurbiprofen
요모겐트로키,flurbiprofen
페로진캅셀,gemfibrozil
푸로질캅셀,gemfibrozil
그라트론주3밀리리터,granisetron
그라트론주,granisetronhydrochloride
명인할로페리돌1밀리그람정,haloperidol
마인트롤정,St.John'sWort80%methanolext.
태극이부펜정,ibuprofen
나르펜정100밀리그람,ibuprofen
코러스이부프로펜캅셀,ibuprofen
팜페인이부연질캡슐,ibuprofen
동아이부프로펜연질캡슐200mg,ibuprofen
이브원큐에스연질캡슐,ibuprofen
트리스펜연질캡슐,ibuprofen
스피드펜연질캡슐,ibuprofen
브레핀에스연질캡슐,ibuprofen
한솔이부프로펜연질캡슐,ibuprofen
리도펜연질캡슐,ibuprofen
이브페인연질캡슐,ibuprofen
애드빌리퀴겔연질캡슐,ibuprofen
알보펜빌200연질캡슐,ibuprofen
폴리엔연질캡슐,ibuprofen
알코펜연질캡슐,ibuprofen
하이스펜연질캡슐,ibuprofen
이부뉴펜연질캡슐,ibuprofen
뉴로펜정200밀리그램,ibuprofen
프로부펜정200밀리그램,ibuprofen
파나펜정,ibuprofen
조아이부프로펜200밀리그람정,ibuprofen
스코펜정200밀리그람,ibuprofen
동광이부프로펜정200밀리그람,ibuprofen
메디펜정200밀리그람,ibuprofen
스로펜정수출명:KorusIbuprofenTab.,ibuprofen
이브란정200mg,ibuprofen
피코펜정,ibuprofen
애드빌정,ibuprofen
명인이부프로펜정200밀리그람,ibuprofen
동구이부프로펜정,ibuprofen
위더스이부프로펜정200밀리그람,ibuprofen
이바펜200밀리그람정,ibuprofen
우리들이부프로펜정200mg,ibuprofen
나르펜정200밀리그람,ibuprofen
콜대원제로이부펜시럽,ibuprofen
코키드시럽,ibuprofen
브롱펜시럽,ibuprofen
키드쿨시럽,ibuprofen
라미돈시럽,ibuprofen
씨티씨이부프로펜시럽,ibuprofen
이텍스이부프로펜시럽,ibuprofen
한큐연질캡슐,ibuprofen
스피딕400연질캡슐,ibuprofen
유한이부프로펜연질캡슐400mg,ibuprofen
큐센400이부프로펜연질캡슐,ibuprofen
탁센400이부프로펜연질캡슐,ibuprofen
다펜-큐연질캡슐,ibuprofen
이부로엔연질캡슐,ibuprofen
페인엔젤이부연질캡슐,ibuprofen
워너비올리브연질캡슐,ibuprofen
알보펜빌400연질캡슐,ibuprofen
미그펜400연질캡슐,ibuprofen
프러펜400연질캡슐,ibuprofen
투펜연질캡슐,ibuprofen
엘씨펜연질캡슐400mg,ibuprofen
미가펜후레쉬연질캡슐,ibuprofen
로그펜정400밀리그람,ibuprofen
프로부펜정400밀리그램,ibuprofen
파나펜정400밀리그람,ibuprofen
스코펜정400밀리그램,ibuprofen
아이비에프정,ibuprofen
메디펜정400밀리그람,ibuprofen
코러스이부프로펜정400밀리그람,ibuprofen
이부페논정400밀리그램,ibuprofen
이브란정400mg,ibuprofen
피코펜정400밀리그람,ibuprofen
명인이부프로펜정400밀리그람,ibuprofen
파마이부프로펜정수출명1:펜스탑정수출명2:유프로정400,ibuprofen
한풍이부프로펜정,ibuprofen
제이알이부프로펜정400mg,ibuprofen
위더스이부프로펜정400밀리그람,ibuprofen
영풍이부프로펜정400mg,ibuprofen
인스팜이부프로펜정400밀리그람,ibuprofen
이바펜400밀리그람정,ibuprofen
이천프로펜정,ibuprofen
함소아이부프로펜정400밀리그램,ibuprofen
스피펜정400밀리그램,ibuprofen
리펜정,ibuprofen
인펜스정600밀리그람,ibuprofen
이브신시럽,ibuprofen
맥펜에프시럽,ibuprofen
코키드플러스시럽,ibuprofen
이부플러스시럽,ibuprofen
이부노펜에스시럽,ibuprofen
이브포시럽,ibuprofen
일화이부시럽,ibuprofen
그린펜시럽,ibuprofen
맥펜시럽,ibuprofen
코리투살에프시럽,ibuprofen
덱스펜시럽,ibuprofen
베비잘시럽,ibuprofen
이펜시럽,ibuprofen
코오롱어린이이부프로펜시럽,ibuprofen
잼플이부펜시럽,ibuprofen
셀티펜시럽,ibuprofen
챔프이부펜시럽,ibuprofen
키즈앤펜시럽,ibuprofen
프리아이시럽,ibuprofen
아이프로펜-F시럽프로페롤시럽,ibuprofen
한올이부프로펜주,ibuprofen
아모부로펜주,ibuprofen
칼도롤주사액400밀리그램,ibuprofen
이부펜주,ibuprofen
라팡키즈시럽,ibuprofen
칼도롤주사액,ibuprofen
인도메타캡슐,indomethacin
듀오레이주사270밀리그램,iodixanol
듀오레이주사320밀리그램,iodixanol
비지파크주150밀리그람,iodixanol
옴니파큐240주,iohexol
이오팜370주사액,iopamidol
파미레이200주사액,iopamidol
보노베스300주,iopromide
보노베스370주,iopromide
이오센스370주,iopromide
옵티레이240주사,ioversol
아이버젼320주사,ioversol
아이버젼350주사,ioversol
보령염산이리노테칸주400밀리그램,irinotecanhydrochloride
대웅이트라코나졸캡슐,itraconazole
이트라콘캡슐,itraconazole
이타나졸캡슐,itraconazole
한올이트라코나졸캡슐100밀리그람,itraconazole
대웅이트라코나졸정100mg,itraconazole
이타졸정100밀리그람,itraconazole
이트라졸정,itraconazole
제이더블유이트라코나졸정,itraconazole
오니코나졸정200밀리그람,itraconazole
유트라졸정200밀리그램,itraconazole
테메졸정200밀리그램,itraconazole
이코날정200밀리그램,itraconazole
조트라정200밀리그램,itraconazole
스포넥스정200밀리그램,itraconazole
경보이트라코나졸정200밀리그램,itraconazole
스포라녹스캅셀50밀리그람,itraconazole
스파이크정,ketoconazole
코러스케토코나졸정,ketoconazole
스마졸정,ketoconazole
안타나졸정,ketoconazole
훈킬정,ketoconazole
알파케토코나졸정200mg,ketoconazole
한불케토코나졸정,ketoconazole
제이알케토코나졸정,ketoconazole
마이팜케토코나졸정,ketoconazole
토푸렌주100밀리그람,ketoprofen
토푸렌주,ketoprofen
토푸렌주사액100밀리그람,ketoprofen
제일제약케토프로펜주,ketoprofen
명인케토프로펜주100밀리그람,ketoprofen
동국케토프로펜주사,ketoprofen
구주케토프로펜주사액,ketoprofen
경동케토프로펜주,ketoprofen
코러스란소프라졸캡슐,lansoprazole
란소라졸정,lansoprazole
란섹정,lansoprazole
대한란소프라졸정,lansoprazole
라노프라정,lansoprazole
유프라정,lansoprazole
란프란정,lansoprazole
란프롤정,lansoprazole
란프톤정,lansoprazole
라소텍정,lansoprazole
란소롤정,lansoprazole
소프라정,lansoprazole
란프라정15밀리그램,lansoprazole
란가톤정15밀리그램,lansoprazole
오가프론정15밀리그램,lansoprazole
란소프라젠정15밀리그램,lansoprazole
란소진정15밀리그램,lansoprazole
란프롤정15밀리그램,lansoprazole
청계란소프라졸정15밀리그램,lansoprazole
라소텍정15밀리그램,lansoprazole
란소프로정15밀리그램,lansoprazole
란프라졸정15밀리그램,lansoprazole
소프라정15밀리그램,lansoprazole
대웅염산레르카니디핀정10mg,lercanidipinehydrochloride
레카니핀정10밀리그람,lercanidipinehydrochloride
카자딥정10밀리그람,lercanidipinehydrochloride
레르핀정,lercanidipinehydrochloride
드라핀정,lercanidipinehydrochloride
알파레르카니디핀정,lercanidipinehydrochloride
자니아핀정,lercanidipinehydrochloride
카디핀정,lercanidipinehydrochloride
레자핀정,lercanidipinehydrochloride
렉사신정100mg,levofloxacinhydrate
화이자레보플록사신정100밀리그램,levofloxacinhydrate
렉타신정,levofloxacinhydrate
"레보록스정""",levofloxacinhydrate
레보플러스정,levofloxacinhydrate
레포리아정100mg,levofloxacinhydrate
화이자레보플록사신정250밀리그램,levofloxacinhydrate
글로비트정250밀리그램,levofloxacinhydrate
레프신주,levofloxacin
렉사신정,levofloxacinhydrate
화이자레보플록사신정500밀리그램,levofloxacinhydrate
레포리아정500mg,levofloxacinhydrate
알파레보플록사신주,levofloxacin
크라비트주200밀리리터,levofloxacin
레플록스주,levofloxacin
종근당린코마이신캅셀,lincomycinhydrochloride
모가풀캅셀,lincomycinhydrochloride
종근당린코마이신주1.5그람,lincomycinhydrochloride
종근당린코마이신캅셀500밀리그람,lincomycinhydrochloride
코러스린코마이신캅셀,lincomycinhydrochloride
종근당린코마이신주300밀리그람,lincomycinhydrochloride
제일제약린코마이신염산염주,lincomycinhydrochloride
리코민주,lincomycinhydrochloride
종근당린코마이신주3그람,lincomycinhydrochloride
종근당린코마이신주,lincomycinhydrochloride
건풍린코마이신주600밀리그람,lincomycinhydrochloride
경동린코마이신염산염수화물주,lincomycinhydrochloride
태극로바스타틴정,lovastatin
로바타정,lovastatin
로바스정,lovastatin
안국로바스타틴정,lovastatin
로보스정,lovastatin
엘스타틴정,lovastatin
아주로바스타틴정20밀리그람,lovastatin
알파로바스타틴정,lovastatin
한올로바스타틴정,lovastatin
리노바정,lovastatin
로바스탄정,lovastatin
일양바이오로바스타틴정,lovastatin
하이테롤정,lovastatin
로스티딘정,lovastatin
로바정,lovastatin
마로바정,lovastatin
록스펜주,loxoprofensodiumhydrate
동방메페남산캡슐,mefenamicacid
일양멜록시캄캡슐7.5밀리그램,meloxicam
태극멜록시캄캡슐,meloxicam
알파멜록시캄캡슐,meloxicam
메시캄캡슐15밀리그램,meloxicam
메모빅캡슐15밀리그램,meloxicam
케록시캄캡슐15밀리그램,meloxicam
멜로텍스캡슐15mg,meloxicam
메타진정,mequitazine
메로원주0.5그램,meropenem
대한뉴팜메로페넴주500mg,meropenem
한독염산메트포르민정250밀리그람,metforminhydrochloride
다이아파지엑스알서방정,metforminhydrochloride
메토민엑스알정,metforminhydrochloride
글루벡스서방정,metforminhydrochloride
디아메트원엑스알정500mg,metforminhydrochloride
디포민서방정,metforminhydrochloride
구루메포민서방정500밀리그램,metforminhydrochloride
메로민정,metforminhydrochloride
글루메파직서방정,metforminhydrochloride
글루코닐엑스알정,metforminhydrochloride
다이미트정850밀리그람,metforminhydrochloride
엠.티.엑스주100mg/mL,methotrexate
네오메토주2밀리리터,methotrexate
메트렉스에이주50밀리그람,methotrexate
네오메토주,methotrexate
네오메토주100밀리그람/밀리리터,methotrexate
메틸러,methylergometrinemaleate
메노빈주,methylergonovinemaleate
아스테리아정250밀리그램,metronidazole
아스테리아정500밀리그램,metronidazole
사이폴-엔연질캡슐50밀리그램,microemulsioncyclosporine
구주염산모르핀주,morphineHCl
비씨모르핀염산염주사,morphinehydrochloride
구주염산모르핀주,morphinehydrochloride
황몰핀주사0.5밀리그람/밀리리터,morphinesulfate
대원황산모르핀주사0.5mg/ml,morphinesulfate
구주황산모르핀주사,morphinesulfate
비씨모르핀황산염수화물주사8mg,morphinesulfate
한림모르핀황산염수화물주사20밀리그람,morphinesulfate
한림모르핀황산염수화물주사50밀리그람,morphinesulfate
스토몰주사50밀리그람,morphinesulfate
하이몰주사50밀리그람,morphinesulfate
스토몰주사0.5밀리그람/밀리리터,morphinesulfate
비씨모르핀황산염수화물주사5mg,morphinesulfate
태극나부메톤정,nabumetone
브메랑정,nabumetone
제니메톤정,nabumetone
알파나부메톤정,nabumetone
조인정,nabumetone
프로센캡슐,naproxen
여우엔캡슐,naproxen
리드센캡슐,naproxen
바이오센캡슐,naproxen
푸로싹연질캡슐,naproxen
나에겐연질캡슐,naproxen
나프원큐연질캡슐,naproxen
나프원큐에스연질캡슐,naproxen
이지엔6스트롱연질캡슐,naproxen
스피록센연질캡슐,naproxen
솔루록센연질캡슐,naproxen
확펜연질캡슐,naproxen
엔프렌드연질캡슐,naproxen
큐센연질캡슐,naproxen
센펜연질캡슐,naproxen
자이날큐연질캡슐,naproxen
캐롤엔연질캡슐,naproxen
낙센연질캡슐,naproxen
탁센연질캡슐,naproxen
아나프제연질캡슐,naproxen
아날라프연질캡슐,naproxen
페인엔젤센연질캡슐,naproxen
다나센연질캡슐,naproxen
한솔나프록센연질캡슐,naproxen
경남나프록센연질캡슐,naproxen
프리센연질캡슐,naproxen
프로센골드연질캡슐,naproxen
프리엔에프연질캡슐,naproxen
나쎈연질캡슐,naproxen
팍센연질캡슐,naproxen
나트센연질캡슐,naproxen
나프쎈연질캡슐,naproxen
에이스펜연질캡슐,naproxen
퀵센연질캡슐,naproxen
올나펜연질캡슐,naproxen
팍쎈연질캡슐,naproxen
미가펜에스연질캡슐,naproxen
여우엔연질캡슐,naproxen
나리센연질캡슐,naproxen
나피드연질캡슐,naproxen
에이프록센연질캡슐,naproxen
로젠연질캡슐,naproxen
나록스연질캡슐,naproxen
나프로센연질캡슐,naproxen
아나프로연질캡슐,naproxen
낙센정,naproxen
넥스팜나프록센정,naproxen
신플랙스세미정,naproxen
아나프렌정,naproxen
낙센정375밀리그람,naproxen
나렉신에스현탁액,naproxen
아나프록스캅셀,naproxensodium
나프린캅셀,naproxensodium
아나탁심정,naproxensodium
일양나프록센나트륨정,naproxensodium
슈넬나프록센나트륨정,naproxensodium
엔에이피정,naproxensodium
다나프록센정,naproxensodium
뉴록센정,naproxensodium
명문나프록센정,naproxensodium
나폭센정,naproxensodium
나폴론정,naproxensodium
나프센정,naproxensodium
아낙센큐정,naproxensodium
케프록센정,naproxensodium
나프렌정,naproxensodium
센나르정,naproxensodium
나프록정,naproxensodium
로낙스정,naproxensodium
알피센정,naproxensodium
인스나프록센정,naproxensodium
나프러스정,naproxensodium
동인당나프록센정,naproxensodium
시로파정,naproxensodium
우리들나프록센나트륨정275mg,naproxensodium
나록센정,naproxensodium
함소아나프록센나트륨정,naproxensodium
페인쿨정,naproxensodium
아나프로정,naproxensodium
나프록스정550밀리그람,naproxensodium
아나프록스정412.5mg,naproxensodium
바이넥스나프록센나트륨주,naproxensodium
영풍니페디핀연질캡슐,nifedipine
니막스정,nimesulide
니트로주사25밀리그람,nitroglycerin
앤지덤패취0.4밀리그람/시간,nitroglycerin
명문니트로글리세린0.3밀리그람설하정,dilutednitroglycerin
파사렉트연고,dilutednitroglycerin
엔터팜렉토제식연고,dilutednitroglycerin
렉토지연고,dilutednitroglycerin
노피린주,norepinephrinebitartrate
오메프릴캡슐,omeprazolegranule
클라졸캡슐,omeprazolegranule
유니프라졸캡슐,omeprazolegranule
오메란캡슐,omeprazolegranule
일양바이오오메프라졸캡슐,omeprazolegranule
오메라스캡슐,omeprazolegranule
윈프라졸정,omeprazole
오메졸리오주,omeprazolesodium
조프란정4밀리그람,ondansetronhydrochloridedihydrate
세트론주24밀리그램,ondansetronhydrochloridedihydrate
온단주,ondansetronhydrochloridedihydrate
산도스온단세트론주8mg,ondansetronhydrochloridedihydrate
보미트란주8밀리그람,ondansetronhydrochloridedihydrate
세트론주,ondansetronhydrochloridedihydrate
알파옥사프로진정,oxaprozin
옥프로진정,oxaprozin
옥시마이신캅셀250밀리그람,oxytetracyclinehydrochloride
옥시마이신정500밀리그람,oxytetracyclinehydrochloride
판토스탁정40밀리그램,pantoprazolesodium
판토졸주,pantoprazolesodium
한독세로자트정30밀리그램,paroxetinehydrochloride
슈넬펜톡시필린주사,pentoxifylline
카펜탈주,pentoxifylline
트렌탈주사,pentoxifylline
탈론주,pentoxifylline
메조페린주,pentoxifylline
라니필린주,pentoxifylline
펜톡주,pentoxifylline
메조필린주사,pentoxifylline
아가푸린주사,pentoxifylline
휴온스펜톡시필린주사,pentoxifylline
트렌탁실주사100mg,pentoxifylline
트리민정4밀리그람,perphenazine
페로친주,perphenazinehydrochloride
구주염산페치딘주,pethidineHCl
구주염산페치딘주,pethidinehydrochloride
명인염산페치딘주,pethidinehydrochloride
하나염산페치딘주사25밀리그람,pethidinehydrochloride
대원페노바르비탈정100밀리그람,phenobarbital
대원루미날주사액,phenobarbitalsodium
대원루미날주사200밀리그람-수출용,phenobarbitalsodium
코러스피록시캄주사,piroxicam
마이팜피록시캄주1밀리리터,piroxicam
제놀그린패취,piroxicam
일화피록시캄주,piroxicam
캄옥시주,piroxicam
제일제약피록시캄주사액,piroxicam
헬렌주20mg,piroxicam
프로캄주,piroxicampotassium
뉴록시캄주,piroxicampotassium
포타캄주,piroxicampotassium
티로캄주,piroxicampotassium
엠프노시럽,pranoprofen
프로틴시럽,pranoprofen
파마펜에스시럽,pranoprofen
프란서스시럽,pranoprofen
데니콜시럽,pranoprofen
프리노탈캅셀,pranoprofen
코러스프라노프로펜캅셀,pranoprofen
파마펜시럽,pranoprofen
리트모놈정주70mg/20ml,propafenonehydrochloride
리스페달콘스타주사50밀리그람,risperidoneextendedreleasemicrospheres
록시프로정,roxithromycin
소아용라이록스과립,roxithromycin
동광소아용록시스로마이신과립,roxithromycin
소아용크라미드과립,roxithromycin
록소드린과립,roxithromycin
록시콜과립,roxithromycin
로키드과립,roxithromycin
소아용록소드린정50밀리그람,roxithromycin
소아용록사이드정50밀리그람,roxithromycin
소아용루리드정50밀리그람,roxithromycin
록시드현탁정,roxithromycin
록소드린현탁액,roxithromycin
디살정,salsalate
졸트랄린정50밀리그람,sertralinehydrochloride
시스타정20밀리그람,simvastatin
심바로민정,simvastatin
파마킹심바스타틴정,simvastatin
조바스틴정20밀리그람,simvastatin
한올심바스타틴정20밀리그람,simvastatin
한불심바스타틴정20밀리그람,simvastatin
심펙틴정,simvastatin
서울심바스타틴정40mg,simvastatin
에스타틴정40밀리그람,simvastatin
심바티딘정40밀리그램,simvastatin
심바스타정10밀리그람,simvastatin
푸리딘정,sodiumfusidate
발프신주1.5밀리리터,sodiumvalproate
발프신주3밀리리터,sodiumvalproate
발프신주,sodiumvalproate
발폰주,sodiumvalproate
올트릴앰플주사액,sodiumvalproate
프로그랍캅셀5밀리그람,tacrolimushydrate
타크롤캡슐1밀리그램,tacrolimushydrate
타모펜정10mg,tamoxifencitrate
영일테녹시캄정10밀리그람,tenoxicam
일동테녹시캄정20밀리그램,tenoxicam
영일테녹시캄정,tenoxicam
넥스팜테녹시캄정20밀리그람,tenoxicam
치로감정,tiaprofenicacid
실타니딘정1밀리그램,tizanidinehydrochloride
토피메드정100mg,topiramate
토파엠정100밀리그램,topiramate
토피락정100밀리그램,topiramate
토파비스정,topiramate
대웅토피라메이트정100밀리그램,topiramate
토피리드정,topiramate
토파씬정,topiramate
토라민정,topiramate
폰다미스정100밀리그램,topiramate
토맥정,topiramate
토핀정100밀리그램,topiramate
토프라맥정100밀리그램,topiramate
토피라맥스정,topiramate
파메트정,topiramate
토라펜정100밀리그램,topiramate
토라메트정,topiramate
토람정,topiramate
토파드정,topiramate
토프렐정,topiramate
토프람정100mg,topiramate
토라메이트정,topiramate
토피스정100밀리그램,topiramate
토피라메브이정100밀리그램,topiramate
토피트정,topiramate
토라맥정,topiramate
토피메정100밀리그램,topiramate
토피라이정100밀리그램,topiramate
토피렌정100밀리그램,topiramate
토피메드정,topiramate
토파엠정25mg,topiramate
토파로스정25밀리그램,topiramate
가바토파정25밀리그램,topiramate
토파씬정25밀리그램,topiramate
폰다미스정25밀리그램,topiramate
토맥정25밀리그램,topiramate
토핀스정25밀리그램,topiramate
토프라맥정25밀리그램,topiramate
토픽스정25밀리그람,topiramate
파메트정25밀리그람,topiramate
토피라민정25밀리그램,topiramate
토라펜정,topiramate
토파드정25밀리그램,topiramate
토프렐정25밀리그람,topiramate
토파렘정25밀리그램,topiramate
토파맥정25밀리그램,topiramate
토피스정25밀리그램,topiramate
제스터정25밀리그램,topiramate
토펙스정25밀리그람,topiramate
토핀정25밀리그램,topiramate
토라맥정25mg,topiramate
토피메정25밀리그램,topiramate
토파케이정25mg,topiramate
토피버정25밀리그램,topiramate
토피라이정25밀리그램,topiramate
토피그린정25밀리그램,topiramate
토피렌정25밀리그램,topiramate
토팔라스정25밀리그램,topiramate
토파씬정50밀리그램,topiramate
토파맥스스프링클캅셀15밀리그람,topiramate
코리돌주,tramadolhydrochloride
트라미움서방캡슐150밀리그램,tramadolhydrochloride
트라반서방정,tramadolhydrochloride
엑소펜캡슐,tramadolhydrochloride
돌트람오랄솔루블정,tramadolhydrochloride
휴비마돌주,tramadolhydrochloride
부광트라마돌염산염주,tramadolhydrochloride
